author,author_url,img_url
Chimamanda-Ngozi-Adichie,Chimamanda-Ngozi-Adichie/e/B00PODW5UG,https://m.media-amazon.com/images/S/amzn-author-media-prod/fbj91cmerepo1mce3chcvrpqqc._SX450_.jpg
